157	15	HIGH	Fuzz testing types software testing
158	11	HIGH	Layer 3 broadcast domains
159	11	HIGH	Layer 2 collision domains
160	11	HIGH	802.11 beacon frame SSID
161	17	MEDIUM	Restore after intrusion format reinstall
162	10	MEDIUM	Fire suppression/UPS system hardening physical
163	10	MEDIUM	CCTV review detective control type
164	15	HIGH	KPIs/security metrics process data
165	8	HIGH	Bell-LaPadula/Biba/Clark-Wilson security models
166	20	HIGH	Fagan code review software development
167	6	MEDIUM	Ciphers obscure meaning cryptographic foundations
168	6	MEDIUM	Codes vs ciphers cryptographic foundations
169	4	MEDIUM	Employer email monitoring legal
170	6	HIGH	Kerckhoffs principle algorithm secrecy
171	3	MEDIUM	Mutual assistance agreement geography BCP
172	7	MEDIUM	PEM replay protection applied cryptography
173	3	HIGH	Senior management in BCP process
174	7	MEDIUM	S-HTTP secures individual messages
175	7	HIGH	HMAC nonrepudiation hashing
176	6	MEDIUM	IDEA algorithm symmetric cipher
177	18	MEDIUM	Electronic vaulting standards backups
178	14	HIGH	Mandatory access control security labels
179	7	MEDIUM	Nonce in random number generation
180	20	HIGH	ODBC database interface
181	9	MEDIUM	Direct addressing CPU memory
182	4	HIGH	Fourth Amendment privacy basis
183	17	MEDIUM	Audit trails logging detective control
184	21	MEDIUM	Botnets/bot herder malware threats
185	14	HIGH	Authorization mechanisms implicit deny
186	9	HIGH	Mobile device deployment policy MDM
187	10	HIGH	Physical perimeter security controls
188	16	MEDIUM	Network administrative functions operations
189	11	HIGH	Common network devices components
190	21	MEDIUM	Zombies botnet computers malware
191	11	HIGH	Converged protocols multilayer protocols
192	12	HIGH	Spoofing attack countermeasures network
193	8	MEDIUM	Covert channels security architecture flaws
194	9	HIGH	Distributed systems architecture
195	1	HIGH	Due care and due diligence governance
196	2	HIGH	User training against social engineering
197	11	MEDIUM	QoS elements network components
198	9	HIGH	Embedded systems static environment security
199	11	MEDIUM	Bluetooth attacks wireless
200	13	MEDIUM	EAP methods authentication
201	12	HIGH	Email security solutions S/MIME/SPF/DMARC
202	13	MEDIUM	Kerberos exploitation attacks
203	13	MEDIUM	Proximity devices authentication
204	14	HIGH	Rule-based access control examples
205	15	HIGH	Security management oversight log reviews
206	13	HIGH	SSO methods SAML/OAuth/OIDC
207	17	MEDIUM	Log file types logging monitoring
208	11	MEDIUM	Wi-Fi attacks wireless
209	20	HIGH	Expert systems/ML/neural networks
210	10	HIGH	Secure work areas facility design
211	19	MEDIUM	Financial attacks computer crime category
212	12	HIGH	DNS poisoning examples network attack
213	19	MEDIUM	Grudge attacks computer crime category
214	9	HIGH	HPC systems architecture
215	19	MEDIUM	Incremental attacks data diddling/salami crime
216	14	HIGH	Mandatory access control model concepts
217	2	MEDIUM	Threat evaluation risk management
218	10	HIGH	Physical security KPIs
219	21	MEDIUM	Blocking malicious code antimalware
220	9	HIGH	Microservices architecture
221	16	HIGH	MSSPs managed security services cloud
222	18	MEDIUM	MTTF/MTTR/MTBF fault tolerance
223	15	HIGH	Network vulnerability scans assessment
224	7	MEDIUM	Salts against rainbow table hashing
225	7	MEDIUM	Salts on Linux password hashing
226	9	HIGH	Parallel data systems HPC architecture
227	7	MEDIUM	Email security mechanisms crypto S/MIME/PEM/PGP
228	8	HIGH	Protection rings security capabilities
229	2	HIGH	Risk perspectives risk management
230	12	MEDIUM	Scanning attacks reconnaissance network
231	5	HIGH	Scoping and tailoring baselines
232	10	HIGH	Camera security concepts CCTV
233	19	MEDIUM	Evidence storage forensic investigations
234	5	HIGH	Security control baselines scoping/tailoring
235	16	HIGH	Managed services cloud operational security
236	16	MEDIUM	Media storage security operations
237	9	MEDIUM	Input/output device security risks
238	9	MEDIUM	Smart devices ML embedded
239	13	HIGH	Smartcards identification/authentication
240	18	HIGH	Snapshots VM backups recovery
241	9	HIGH	Virtualization benefits, architecture topic
242	7	HIGH	Certificate revocation, PKI
243	12	MEDIUM	Email threats, email security layer
244	10	HIGH	Physical access control threats
245	12	HIGH	VPN protocols
246	1	LOW	Default settings security policy concern
247	17	MEDIUM	Countermeasures, incident prevention measures
248	12	MEDIUM	Eavesdropping countermeasures, network attacks
249	9	HIGH	Mobile device security elements
250	18	HIGH	Alternate processing facilities for DRP
251	2	MEDIUM	Detective control examples
252	10	HIGH	Internal physical security controls
253	10	HIGH	Physical access controls examples
254	11	MEDIUM	Firewall types as network components
255	12	HIGH	Email security design aspects
256	9	MEDIUM	Cloud computing concerns, architecture
257	5	HIGH	Storage media destruction methods
258	18	HIGH	Emergency response guidelines, DR
259	11	HIGH	DNS poisoning, DNS section
260	3	HIGH	Qualitative factors assessing disaster cost, BIA
261	8	MEDIUM	CPU privileged mode, security capabilities
262	2	MEDIUM	Safeguards against sabotage, personnel
263	20	MEDIUM	Design and coding flaws, secure coding
264	9	HIGH	Virtualization security issues
265	12	HIGH	VoIP security issues
266	12	MEDIUM	Content filtering inappropriate content
267	15	HIGH	Synthetic transactions, dynamic testing
268	19	MEDIUM	Terrorist attacks, computer crime category
269	1	MEDIUM	Pillars of information security, CIA concepts
270	19	HIGH	Confiscating evidence, investigations
271	11	HIGH	Routing protocols, network components
272	6	HIGH	Symmetric cryptosystem modes
273	4	HIGH	DMCA copyright law
274	4	HIGH	Economic Espionage Act trade secrets
275	10	HIGH	Guard dogs, physical security
276	11	HIGH	Multilayer protocols, OSI
277	10	HIGH	Security guards benefits, physical
278	19	HIGH	Forensic analysis branches
279	11	MEDIUM	PPP characteristics, protocols
280	2	HIGH	Qualitative risk analysis, risk management
281	2	HIGH	Quantitative risk analysis, risk management
282	6	HIGH	AES symmetric algorithm
283	2	HIGH	Security control type classifications
284	7	MEDIUM	Cryptography for email, S/MIME PGP internals
285	7	HIGH	IPsec cryptography applications
286	7	HIGH	TLS hybrid cryptography web
287	2	MEDIUM	Employee oversight, personnel management
288	8	MEDIUM	Process states, security capabilities
289	13	HIGH	AAA model components
290	8	HIGH	Memory addressing concepts, architecture
291	4	HIGH	Copyright trademark patent trade secret
292	4	HIGH	Criminal civil administrative law
293	17	HIGH	HIDS vs NIDS, detection measures
294	17	HIGH	Knowledge vs behavior IDS detection
295	6	MEDIUM	Symmetric vs asymmetric cryptosystems
296	10	HIGH	Security guards disadvantages, physical
297	10	HIGH	Electrical terms, power physical
298	2	HIGH	Termination procedure policy, personnel
299	13	HIGH	AAA service five elements
300	3	HIGH	Business impact assessment steps
301	18	HIGH	DR plan test types
302	15	MEDIUM	NIST 800-53A assessment components
303	7	HIGH	IPSec components, crypto application
304	3	HIGH	Business continuity planning phases
305	11	HIGH	TCP header flags, transport layer
306	10	HIGH	Water-based fire suppression systems
307	17	HIGH	IDS functions, detection measures
308	20	HIGH	SAMM maturity model, software dev
309	7	HIGH	Hash function requirements
310	16	HIGH	Change management goals
311	5	MEDIUM	Backup media management goals
312	7	HIGH	Hashing algorithms SHA
313	16	HIGH	Change configuration management elements
314	2	HIGH	Personnel management factors
315	13	HIGH	Biometric enrollment throughput
316	14	HIGH	ABAC access control model
317	14	HIGH	DAC access control model
318	14	HIGH	Risk-based access control model
319	14	HIGH	RBAC access control model
320	14	HIGH	Rule-based access control model
321	2	HIGH	Risk analysis key elements
322	7	HIGH	Asymmetric cryptography key types
323	3	HIGH	BCP legal regulatory requirements
324	4	MEDIUM	Legal responsibilities, laws compliance
325	18	HIGH	Disaster recovery program elements
326	4	HIGH	Privacy laws GDPR PIPEDA
327	20	HIGH	Systems development models, SDLC
328	11	MEDIUM	Network failure causes, cabling
329	12	HIGH	Threats against communication systems
330	11	HIGH	OSI layer network containers PDU
331	10	HIGH	Environmental levels HVAC, physical
332	4	HIGH	HITECH breach notification, HIPAA
333	20	MEDIUM	IDEAL Model phases, maturity
334	2	HIGH	Risk responses
335	2	HIGH	Risk responses senior management
336	5	HIGH	Media reuse clearing purging degaussing
337	21	HIGH	Virus propagation techniques, malware
338	17	HIGH	Host-based IDS pros cons
339	17	HIGH	Network-based IDS pros cons
340	13	HIGH	Accountability requirements, AAA
341	6	MEDIUM	One-time pad requirements, symmetric
342	5	HIGH	Data custodian processor roles
343	5	HIGH	Data owner system owner roles
344	20	MEDIUM	Object behavior, OOP concept
345	20	HIGH	Coding tools, software development
346	10	HIGH	Wiring closet security, physical
347	8	HIGH	Security target, Common Criteria
348	2	HIGH	Hiring security implications, personnel
349	8	HIGH	Protection profile, Common Criteria
350	1	HIGH	PASTA threat modeling stages
351	20	HIGH	SQL commands, databases
352	19	HIGH	Six categories of computer crimes
353	11	HIGH	TCP header flags order, transport
354	1	HIGH	COBIT governance principles
355	20	HIGH	SW-CMM stages, maturity model
356	11	HIGH	802.11 WPA2 wireless encryption
357	16	HIGH	Patch management program steps
358	3	HIGH	Business impact analysis steps
359	18	MEDIUM	Database backup technologies, recovery
360	4	HIGH	Data breach notification laws
361	13	HIGH	Authentication factors are AAA model
362	5	HIGH	Data states at-rest/in-transit/in-use asset handling
363	7	HIGH	Digital signature standard asymmetric algorithms
364	8	HIGH	NIACAP certification and accreditation
365	2	HIGH	Awareness/training/education security program
366	2	MEDIUM	Control categories administrative/technical/physical
367	20	MEDIUM	Functional requirement in development controls
368	19	HIGH	Evidence admissibility requirements
369	18	HIGH	Hot/warm/cold alternative processing sites
370	7	HIGH	RSA/ElGamal/ECC public key cryptosystems
371	18	HIGH	Full/incremental/differential backups
372	11	HIGH	TCP three-way handshake protocol
373	4	HIGH	Patent requirements intellectual property
374	1	MEDIUM	Strategic/tactical/operational security management planning
375	11	MEDIUM	DHCPv6 IP networking modes
376	20	HIGH	SD3+C secure development goals
377	12	HIGH	DoS forms network attack
378	7	MEDIUM	IPSec transport/tunnel modes applied crypto
379	4	HIGH	Trademark application requirements
380	2	HIGH	NDA types personnel security
381	10	HIGH	Common/traverse mode noise power
382	10	HIGH	HVAC requirements computer room
383	8	HIGH	Security capabilities of information systems
384	20	MEDIUM	System development lifecycle stages
385	17	HIGH	Incident response steps
386	6	HIGH	RC5 symmetric key sizes
387	20	MEDIUM	Storage types primary/secondary volatile
388	11	HIGH	Network segmentation types intranet/extranet
389	21	HIGH	Application attacks buffer overflow/TOCTOU/rootkits
390	19	HIGH	Evidence types real/documentary/testimonial
391	17	HIGH	Threat feeds and threat hunting
392	9	HIGH	ICS forms DCS/PLC/SCADA
393	11	MEDIUM	LAN media access methods
394	13	HIGH	RADIUS/DIAMETER/TACACS+ AAA services
395	19	MEDIUM	Thrill attacks computer crime motivation
396	11	HIGH	ARP poisoning concerns
397	11	HIGH	Wireless antenna types
398	2	MEDIUM	UBA/UEBA personnel security monitoring
399	9	HIGH	VDI/VMI virtualization mobile
400	15	HIGH	Vulnerability scans assessment
401	15	HIGH	Web vulnerability scanners assessment
402	14	HIGH	Aggregation access control attack
403	7	MEDIUM	Period analysis cryptographic attack
404	7	MEDIUM	Frequency analysis cryptographic attack
405	18	MEDIUM	Backup media personal vs network
406	3	HIGH	MTD business impact analysis variable
407	16	MEDIUM	Entitlement review least privilege operations
408	17	MEDIUM	Antivirus actions delete/disinfect/quarantine
409	20	HIGH	Software escrow development controls
410	9	HIGH	Remote wipe mobile device
411	16	HIGH	Verify patches patch management
412	20	HIGH	Polymorphism OOP concept
413	11	HIGH	FQDN DNS components
414	1	HIGH	Data hiding security concept
415	2	MEDIUM	Errors and omissions countermeasures training
416	5	HIGH	Data classification criteria
417	7	HIGH	Statistical cryptographic attack
418	7	HIGH	Analytic cryptographic attack
419	7	HIGH	Implementation cryptographic attack
420	20	HIGH	Database partitioning aggregation/inference
421	20	HIGH	Concurrency database locking
422	6	MEDIUM	FIPS-140 cryptographic module standard
423	15	MEDIUM	Risk determines audit frequency
424	10	HIGH	Fire suppression water supply
425	15	MEDIUM	Ethical hacker penetration testing
426	19	MEDIUM	Business attack computer crime category
427	10	HIGH	Cable plant management physical
428	19	HIGH	Civil investigation focus
429	19	HIGH	Criminal investigation focus
430	19	HIGH	Operational investigation focus
431	3	HIGH	BCP business continuity planning
432	18	HIGH	DRP disaster recovery planning
433	10	HIGH	EMI electromagnetic interference physical
434	16	HIGH	Imaging provides configuration management baseline
435	8	HIGH	ITSEC target of evaluation
436	21	MEDIUM	Backdoor created by malicious code
437	8	HIGH	Goguen-Meseguer integrity model
438	8	HIGH	Sutherland integrity model
439	10	HIGH	UPS uninterruptible power supply
440	6	HIGH	Rijndael selected for AES
441	20	HIGH	Polyinstantiation database feature
442	2	MEDIUM	Insurance ACV risk transfer
443	14	HIGH	MAC access control model
444	14	HIGH	RBAC access control model
445	18	MEDIUM	Periodic backups data loss
446	7	HIGH	Asymmetric cryptography no prior secure channel
447	6	HIGH	Stream ciphers real-time encryption
448	17	MEDIUM	Host-based IDS detection
449	14	HIGH	Hybrid password attack
450	15	HIGH	Test data method testing
451	15	HIGH	Gray-box testing
452	15	HIGH	Black-box testing
453	15	HIGH	White-box testing
454	18	HIGH	Backup archive bit full/incremental
455	15	MEDIUM	Record retention security assessments
456	16	HIGH	Change management prevents weakening
457	16	HIGH	Change management prevents outages
458	13	MEDIUM	802.1X port-based authentication EAP
459	11	HIGH	Broadcast storm Ethernet network
460	1	MEDIUM	Business case governance justification
461	11	MEDIUM	Captive portal wireless authentication
462	11	HIGH	CDN content distribution network
463	13	MEDIUM	Directory service network resources
464	9	MEDIUM	CASB cloud security broker
465	20	HIGH	Code repository development controls
466	13	MEDIUM	Cognitive password authentication
467	9	HIGH	Community cloud architecture model
468	7	MEDIUM	Zero-knowledge proof cryptography
469	13	MEDIUM	Cryptographic salt password protection
470	9	HIGH	Cyber-physical system embedded
471	12	HIGH	Denial-of-service network attack
472	21	HIGH	Drive-by download malware
473	18	HIGH	Failover cluster fault tolerance
474	15	HIGH	False negative vulnerability scanner
475	15	HIGH	False positive vulnerability scanner
476	10	HIGH	Faraday cage EM emanations physical
477	17	MEDIUM	Audit trail reconstruct events
478	9	HIGH	Guest OS virtualization
479	8	MEDIUM	Hardware root of trust TPM/HSM
480	21	MEDIUM	Homograph attack phony domains
481	17	HIGH	Honeynet detection/prevention measure
482	17	HIGH	Honeypot/honeynet detection measure
483	9	HIGH	Hybrid cloud architecture model
484	12	HIGH	Load balancing named Ch12 section
485	11	MEDIUM	Local cache ARP/DNS networking concept
486	11	HIGH	MAC address IP networking addressing
487	9	HIGH	Microcontroller embedded/hardware architecture
488	15	MEDIUM	Clipping levels security process data
489	17	HIGH	Padded cell intrusion isolation measure
490	15	HIGH	Penetration test lives in assessment
491	9	MEDIUM	PUF hardware security feature
492	12	HIGH	Ping flood network attack DoS
493	20	MEDIUM	Bind variable database secure coding
494	9	HIGH	PLC industrial control systems
495	9	HIGH	Private cloud architecture model
496	3	MEDIUM	PERT project scheduling planning tool
497	11	HIGH	Protocol analyzer network traffic analysis
498	12	MEDIUM	Proxy network component on-behalf service
499	17	MEDIUM	Pseudo-flaw used on honeypots
500	9	HIGH	Public cloud architecture model
501	6	HIGH	Initialization vector symmetric cipher mode
502	12	HIGH	Replay attack network attack
503	3	MEDIUM	Resource capacity agreement DR planning
504	2	HIGH	Risk framework risk management concept
505	21	HIGH	Rootkit malware specimen
506	15	HIGH	Security assessment named Ch15 topic
507	15	HIGH	Security audit assessment testing
508	1	HIGH	Security boundary named Ch1 section
509	2	MEDIUM	Security champion personnel/awareness role
510	10	HIGH	Secure facility plan physical security
511	15	HIGH	Security test verifies control functioning
512	8	MEDIUM	Security token security capability attribute
513	11	HIGH	Site survey wireless signal assessment
514	9	HIGH	Smart device mobile device architecture
515	12	MEDIUM	Sniffer attack eavesdropping network attack
516	1	MEDIUM	SBOM supply chain risk management
517	12	HIGH	Spamming attack email layer DoS
518	12	HIGH	Split/full tunnel VPN configuration
519	12	HIGH	Spoofing attack network attack
520	9	HIGH	Static system embedded environment
521	8	MEDIUM	Trust anchor security capability concept
522	8	HIGH	TCB security capability of system
523	10	HIGH	Type C fire extinguisher physical
524	20	MEDIUM	Gantt chart SDLC project scheduling
525	9	MEDIUM	BSOD OS-imposed protection mechanism
526	9	HIGH	VPC virtualized cloud network architecture
527	9	MEDIUM	Virtualized network virtualization architecture
528	12	HIGH	VLAN switching/segmentation Ch12
529	12	HIGH	VPN named Ch12 section
530	7	HIGH	Work function cryptographic strength measure
531	12	MEDIUM	Zoom room multimedia collaboration
532	14	HIGH	ABAC access control model
533	18	HIGH	Safety of personnel disaster priority
534	12	HIGH	AitM/MitM on-path network attack
535	20	HIGH	API named Ch20 software topic
536	2	HIGH	APT threat actor risk management
537	11	HIGH	ARP attack ARP concerns Ch11
538	5	MEDIUM	Asset classifying/labeling early step
539	9	HIGH	Edge network architecture section
540	9	HIGH	Embedded system architecture section
541	6	HIGH	Vigenere polyalphabetic substitution cipher
542	7	HIGH	M of N key escrow split knowledge
543	2	HIGH	Exposure factor quantitative risk analysis
544	7	MEDIUM	HSM cryptoprocessor key management
545	9	HIGH	ICS industrial control systems section
546	2	HIGH	SLA vendor agreement personnel security
547	11	HIGH	SSID wireless networks naming
548	9	HIGH	Android mobile device OS
549	2	HIGH	ALE quantitative risk management calculation
550	2	HIGH	ARO quantitative risk management
551	11	HIGH	Bluetooth PAN wireless networks
552	9	MEDIUM	MBR boot sector hardware/firmware
553	9	HIGH	Firmware microcode hardware architecture
554	14	MEDIUM	Allow listing implicit deny authorization
555	10	HIGH	AFFF fire suppression physical
556	11	HIGH	ARP resolves IP to MAC
557	13	HIGH	Auditing accountability AAA model
558	2	MEDIUM	ATO RMF authorization risk management
559	10	HIGH	AREX door exit physical access control
560	20	MEDIUM	Big data analysis knowledge systems
561	9	MEDIUM	Bricking mobile/device disablement
562	11	HIGH	BPL broadband over power lines
563	3	HIGH	Business org analysis BCP step
564	9	HIGH	BYOD mobile device policy
565	16	HIGH	Change management named Ch16 section
566	21	MEDIUM	Clickjacking web application attack
567	9	HIGH	Cloud computing architecture concept
568	9	MEDIUM	Cloud storage architecture concept
569	15	HIGH	Code review software testing assessment
570	1	HIGH	Compliance security governance concept
571	11	MEDIUM	CXL converged protocol interconnect
572	9	HIGH	COMS/COBO mobile device strategy
573	16	MEDIUM	Condition monitoring operations maintenance
574	9	HIGH	Containerization OS virtualization architecture
575	13	HIGH	Context-aware authentication MDM identity
576	1	HIGH	COBIT governance principles section
577	9	MEDIUM	CORBA distributed computing standard
578	10	HIGH	CPTED facility design physical security
579	13	HIGH	Credential management identity management
580	3	HIGH	Critical path analysis BCP planning
581	2	HIGH	Cross-training job rotation personnel
582	15	MEDIUM	CVE vulnerability identification scanning
583	2	HIGH	Cyber insurance risk transfer
584	20	MEDIUM	Data analytics knowledge/data examination
585	5	HIGH	Data classification asset protection
586	1	HIGH	Data hiding security concept Ch1
587	9	HIGH	Data localization named Ch9 section
588	4	MEDIUM	Data portability privacy law right
589	5	HIGH	Data remanence destruction asset handling
590	9	HIGH	Data sovereignty named Ch9 section
591	12	HIGH	DDoS network attack
592	1	MEDIUM	Defense in breadth security concept
593	5	HIGH	Degaussing data destruction asset handling
594	12	MEDIUM	DWDM fiber-optic multiplexing WAN
595	20	HIGH	DevOps SDLC development section
596	20	HIGH	DevSecOps secure development section
597	2	MEDIUM	Disinformation social engineering tool
598	5	HIGH	DLP data protection method
599	9	MEDIUM	DNP3 ICS multilayer protocol
600	12	HIGH	DNS pharming redirection attack
601	12	HIGH	DNS poisoning is a network attack
602	11	HIGH	DNS is a named Ch11 section
603	11	HIGH	DNSSEC is a named Ch11 section
604	15	MEDIUM	Documentation review part of security assessment
605	12	MEDIUM	Domain hijacking network attack with hijacking
606	2	MEDIUM	Doxing relates to social engineering/threat actors
607	12	HIGH	DRDoS is a DoS network attack
608	1	HIGH	DREAD is a threat modeling system
609	4	HIGH	DRM enforces copyright intellectual property
610	15	HIGH	Dynamic testing is software testing
611	9	HIGH	Edge computing is named Ch9 architecture section
612	17	MEDIUM	EDR is detection and response tool
613	5	MEDIUM	Egress monitoring DLP data exfiltration prevention
614	19	HIGH	eDiscovery is named Ch19 investigations topic
615	10	HIGH	EMSEC emanations replaces TEMPEST physical security
616	11	HIGH	Encapsulation header layering OSI model concept
617	9	MEDIUM	Endpoint security device-level client-based system
618	13	MEDIUM	Entitlement privileges at account provisioning
619	17	MEDIUM	EPP endpoint protection detection prevention tool
620	2	MEDIUM	Fake news social engineering influence campaign
621	2	MEDIUM	False information social engineering influence
622	11	HIGH	FCoE converged protocol multilayer Ch11
623	7	HIGH	FIPS-186-5 DSS digital signature standard
624	4	HIGH	FISMA is a compliance law
625	9	HIGH	Flash memory is hardware memory architecture
626	9	HIGH	Fog computing is named Ch9 architecture section
627	15	HIGH	Fuzz testing is software testing technique
628	2	HIGH	Gamification in security awareness training program
629	2	HIGH	Risk management process Ch2 concepts
630	9	MEDIUM	Geotagging mobile device location data
631	9	MEDIUM	Grid computing distributed/HPC architecture
632	4	HIGH	HITECH amends HIPAA privacy law
633	9	HIGH	IaaS cloud architecture model Ch9
634	9	HIGH	IaC is named Ch9 architecture section
